puzzle,solution,difficulty,difficulty_level
401208706620040000970060500307004895105930400009705360506000080000013650800602070,451298736623547918978361542367124895185936427249785361516479283792813654834652179,41,Very Easy
305849107720000400400700030940107003008006204500432009200001700000090000010300090,365849127729613485481725936942187653138956274576432819293561748857294361614378592,47,Medium
070000135600002000098050060006100097000040008000009200260034000000000009010090403,472968135635712984198453762846125397923647518751389246269534871384271659517896423,54,Expert
500003640060001000008000200000010005079006003805000000007690400020584006604000500,592873641763241859148965237436718925279456183815329764357692418921584376684137592,53,Hard
300002060514000070060900003086000100000000900000420650000030010601085002000200300,379542861514863279862917543786359124245176938193428657928634715631785492457291386,54,Expert
027418605001369700340057108170900003030025041084600209060000057090000300710596002,927418635851369724346257198172984563639725841584631279268143957495872316713596482,38,Very Easy
028004090609010002400020100200080970000056038096002405000070000001043000087000604,128364597639517842475829163253481976714956238896732415942678351561243789387195624,49,Medium
020500380498200500650041070004975000000310090985624013069050137002080956037109040,721596384498237561653841279314975628276318495985624713869452137142783956537169842,36,Very Easy
005040006790500003000900800001209080009051600037000900082093470004000310053000009,215348796798562143346917852461239587829751634537486921682193475974625318153874269,49,Medium
400209006910046002080000090021000500000004007007000080000000200060970040800100070,475239816913846752286517493621798534398654127547321689759483261162975348834162975,55,Expert
002000197060070038108300000000002500010006900700941600000250010580400000090003004,352864197469175238178329465936782541814536972725941683643258719581497326297613854,51,Hard
072060450040570200658204709000000160060190002030406978500000807987315020006009500,172968453349571286658234719794823165865197342231456978513642897987315624426789531,40,Very Easy
000076000607009000910508006006241750000093100004050308865304090030000041070080000,528476913647139582913528476386241759752893164194657328865314297239765841471982635,47,Medium
080604310300000086400038005820009501037400800000180700970003050503800000260005930,785624319392517486416938275824379561137456892659182743978263154543891627261745938,45,Easy
060001090002040063500730048007182050400009000026070839000607905005090310010003602,364821597782945163591736248937182456458369721126574839243617985675298314819453672,44,Easy
804706009002000008056002137000031050000058370000600002507009680100005700000000040,834716529712593468956842137479231856261958374385674912547329681128465793693187245,50,Hard
000046900061007000000000000002800000400750320009062100900600704000300005258000000,825146937361597842794283561172839456486751329539462178913625784647318295258974613,55,Expert
240071080069400071700020503800040056300095008452080100600009000000207005035004060,243571689569438271718926543891742356376195428452683197627359814184267935935814762,45,Easy
056008000004000081001020036069080074020035010000007600000070950900050040005300708,356418297294763581781529436569281374427635819813947625638174952972856143145392768,50,Hard
000361907100005800600098002000150609805030000010809000500086301000003700307012465,258361947149275836673498152732154689895637214416829573524786391961543728387912465,45,Easy
960000050107869200008050006200740803600010005481530609000601000506270000812005000,964327158157869234328154796295746813673918425481532679739681542546273981812495367,44,Easy
089000030200080000030600008600042001001700006700100000500070020090050400004320050,489217635267583914135694278653942781921738546748165392516479823392851467874326159,54,Expert
803495060090060034000030009000708050070010900008004076210000605005000000009580000,823495167791862534456137829964728351572613948138954276217349685685271493349586712,51,Hard
200001690008050000003006004080000900000300010040208706025000007000620400060003050,254731698698452173713986524386517942972364815541298736825149367137625489469873251,54,Expert
008000470007040900900030008005720000080459000042306500809563001073194062460078305,238915476617842953954637128395721684186459237742386519829563741573194862461278395,41,Very Easy
091080602203050001000060005000000026000400500080007100007800009000030007049500300,591783642263954781478261935714395826926418573385627194137846259852139467649572318,54,Expert
208030400400008610010000800000100509107000283506000074024010000051467020609500740,268731495473958612915246837832174569147695283596382174724819356351467928689523741,45,Easy
000007000090040005402000690907020000105604080264001000020006908049053200850070400,518967324396142875472538691987325146135694782264781539723416958649853217851279463,48,Medium
304158972789000014015900036093020460050000107027060300000206003800003650030500040,364158972789632514215974836193725468658349127427861395541296783872413659936587241,41,Very Easy
210400035904000002000000060500293746700104029090700010000000003040305290370002800,217468935964537182853921467581293746736184529492756318125849673648375291379612854,47,Medium
908104000540000000230500000300008170600040390170003260000020700010309000029800600,968134527547682931231597486395268174682741395174953268853426719416379852729815643,50,Hard
000104350009380000005000000030400790000000018102000000070006000801090005006502000,287164359419385276365927184638451792754239618192678543573846921821793465946512837,56,Expert
030720000190030040000400080600000803800000500020017000000003764050049030000000020,438721659195638247267495381641952873879364512523817496912583764756249138384176925,55,Expert
900050040054203000123004070807400000000030008206700954009000020080000007700061509,978156342654273891123984675817495236495632718236718954569847123381529467742361589,49,Medium
